WlsPositionXEcefMeters,WlsPositionYEcefMeters,WlsPositionZEcefMeters,utcTimeMillis
-2687487.232941032,-4309408.37802575,3845576.1036381926,1607640767431
-2687487.232941032,-4309408.37802575,3845576.1036381926,1607640767431
-2687487.232941032,-4309408.37802575,3845576.1036381926,1607640767431
-2687487.232941032,-4309408.37802575,3845576.1036381926,1607640767431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687490.152906756,-4309409.779271983,3845575.634823261,1607640768431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687487.596467813,-4309406.939910108,3845572.943580977,1607640769431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687495.507547464,-4309412.14998683,3845573.904165493,1607640770431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687468.742974451,-4309389.352979761,3845577.7325982135,1607640771431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687436.7470505903,-4309383.654029995,3845539.891432532,1607640772431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687427.6942706746,-4309394.074554258,3845517.899097709,1607640773431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687429.8701617545,-4309398.907754756,3845520.280804765,1607640774431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687426.7697657947,-4309392.672132981,3845517.546608829,1607640775431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687423.113282216,-4309392.833248681,3845517.500210601,1607640776431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.8401690344,-4309395.963745289,3845513.8314581024,1607640777431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
-2687425.05714764,-4309395.077337757,3845515.741173088,1607640778431
