MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis
Fix,GT,37.3711972,-122.0477148,9.215,0.0,0.1,279.69208,1629837216437
Fix,GT,37.3711972,-122.0477148,9.215,0.001,0.1,279.69214,1629837217437
Fix,GT,37.3711972,-122.0477148,9.215,0.001,0.1,279.69232,1629837218437
Fix,GT,37.3711972,-122.0477148,9.215000274628402,0.0006270033,0.1,279.69214,1629837219437
Fix,GT,37.3711972,-122.0477148,9.215,0.001,0.1,279.69193,1629837220437
Fix,GT,37.3711972,-122.0477148,9.215,0.0,0.1,279.69186,1629837221437
Fix,GT,37.3711972,-122.0477148,9.215,0.0,0.1,279.69202,1629837222437
Fix,GT,37.3711972,-122.0477148,9.215,0.001,0.1,279.69214,1629837223437
Fix,GT,37.3711972,-122.0477148,9.215,0.0014142136,0.1,279.69196,1629837224437
Fix,GT,37.3711972,-122.0477148,9.215,0.001,0.1,279.6919,1629837225437
Fix,GT,37.3711972,-122.0477148,9.215,0.001,0.1,279.69196,1629837226437
Fix,GT,37.3711972,-122.0477148,9.215000274628402,0.001,0.1,279.69202,1629837227437
Fix,GT,37.3711972,-122.0477148,9.215000274628402,0.001,0.1,279.69177,1629837228437
Fix,GT,37.3711972,-122.0477148,9.215,0.001,0.1,279.69174,1629837229437
Fix,GT,37.3711972,-122.0477148,9.215,0.00062700274,0.1,279.69177,1629837230437
Fix,GT,37.3711972,-122.0477148,9.214999725371598,0.0006270026,0.1,279.69202,1629837231437
Fix,GT,37.3711972,-122.0477148,9.215000274628402,0.0,0.1,279.69183,1629837232437
Fix,GT,37.3711972,-122.0477148,9.214999725371598,0.0,0.1,279.6917,1629837233437
Fix,GT,37.3711972,-122.0477148,9.2150002746284,0.0,0.1,279.69174,1629837234437
Fix,GT,37.3711972,-122.0477148,9.214999725371598,0.0,0.1,279.6919,1629837235437
Fix,GT,37.3711972,-122.0477148,9.215000274628402,0.0,0.1,279.69183,1629837236437
Fix,GT,37.3711972,-122.0477148,9.215000274628402,0.0,0.1,279.69168,1629837237437
Fix,GT,37.3711972,-122.0477148,9.215,0.0,0.1,279.69186,1629837238437
Fix,GT,37.3711972,-122.0477148,9.214999725371598,0.001,0.1,279.69202,1629837239437
Fix,GT,37.3711972,-122.0477148,9.215,0.0,0.1,279.6919,1629837240437
Fix,GT,37.3711972,-122.0477148,9.215000274628402,0.0,0.1,279.69186,1629837241437
Fix,GT,37.3711972,-122.0477148,9.214999725371598,0.001,0.1,279.6918,1629837242437
Fix,GT,37.3711972,-122.0477148,9.2150002746284,0.0014142136,0.1,279.69168,1629837243437
Fix,GT,37.3711972,-122.0477148,9.215,0.00375268,0.1,279.69247,1629837244437
Fix,GT,37.3711972,-122.0477148,9.215000274628402,0.0029529529,0.1,279.69156,1629837245437
Fix,GT,37.3711972,-122.0477148,9.216000274658205,0.0029581932,0.1,279.69125,1629837246437
Fix,GT,37.3711972,-122.0477148,9.217000274688006,0.0048231836,0.1,279.69217,1629837247437
Fix,GT,37.3711973,-122.047716,9.212372723668814,0.42011946,0.1,279.69125,1629837248437
Fix,GT,37.3711986,-122.0477252,9.200627275943756,1.1980898,0.1,279.68204,1629837249437
Fix,GT,37.3712016,-122.0477409,9.182253729671238,1.5970032,0.1,282.13464,1629837250437
Fix,GT,37.3712109,-122.0477558,9.158253730386496,1.5771186,0.1,297.45056,1629837251437
Fix,GT,37.371225,-122.0477649,9.123881004929542,1.8105426,0.1,318.5997,1629837252437
Fix,GT,37.3712459,-122.0477671,9.093507735162971,2.563574,0.1,343.9995,1629837253437
Fix,GT,37.3712728,-122.0477603,9.03101628214121,3.3583183,0.1,6.4787903,1629837254437
Fix,GT,37.3713048,-122.0477453,8.993491725802423,4.203483,0.1,18.918854,1629837255437
Fix,GT,37.3713434,-122.0477275,8.977,4.8337307,0.1,19.625214,1629837256437
Fix,GT,37.3713845,-122.0477097,8.96849172654748,4.7764716,0.1,19.054352,1629837257437
Fix,GT,37.3714246,-122.047694,8.949119262188674,4.4315014,0.1,16.9552,1629837258437
Fix,GT,37.3714579,-122.0476823,8.970746264338494,3.1770835,0.1,15.499451,1629837259437
Fix,GT,37.371481,-122.0476745,8.999372730374336,2.226516,0.1,15.192749,1629837260437
Fix,GT,37.3714982,-122.0476687,9.039476251333951,1.6496608,0.1,15.08316,1629837261437
Fix,GT,37.3715087,-122.0476651,9.052999730199575,0.68775946,0.1,15.027679,1629837262437
Fix,GT,37.3715104,-122.0476646,9.051745727390053,0.004073615,0.1,15.019806,1629837263437
Fix,GT,37.3715104,-122.0476646,9.051999730229376,0.0029399302,0.1,15.019531,1629837264437
Fix,GT,37.3715104,-122.0476646,9.052999730199575,0.0028168026,0.1,15.01889,1629837265437
Fix,GT,37.3715104,-122.0476646,9.053372998654842,0.002236068,0.1,15.018982,1629837266437
Fix,GT,37.3715106,-122.0476646,9.051254002690314,0.15154888,0.1,15.021698,1629837267437
Fix,GT,37.3715173,-122.0476621,9.051864993274211,1.663832,0.1,15.248016,1629837268437
Fix,GT,37.3715374,-122.0476531,8.994166759341955,2.831791,0.1,18.9375,1629837269437
Fix,GT,37.3715612,-122.0476296,8.922832706689835,3.795853,0.1,36.736115,1629837270437
Fix,GT,37.3715812,-122.0475874,9.074356988430022,5.060936,0.1,60.033997,1629837271437
Fix,GT,37.3715902,-122.0475196,9.11161099141836,7.0803967,0.1,83.82037,1629837272437
Fix,GT,37.3715829,-122.047428,9.116880731850864,9.227375,0.1,98.08301,1629837273437
Fix,GT,37.371564,-122.0473156,9.084135005533694,11.016741,0.1,102.87875,1629837274437
Fix,GT,37.3715377,-122.0471845,9.040135005533696,12.897223,0.1,104.29968,1629837275437
Fix,GT,37.3715066,-122.0470358,8.977762006282806,14.208487,0.1,104.61545,1629837276437
Fix,GT,37.3714736,-122.0468768,8.911389006912708,14.720648,0.1,104.44708,1629837277437
Fix,GT,37.3714403,-122.0467163,8.82727000927925,14.770876,0.1,104.49872,1629837278437
Fix,GT,37.3714062,-122.0465521,8.750016006946563,15.3300295,0.1,104.46747,1629837279437
Fix,GT,37.3713703,-122.0463807,8.633643007814884,16.081776,0.1,104.74884,1629837280437
Fix,GT,37.3713321,-122.0462011,8.544,16.823837,0.1,104.70758,1629837281437
Fix,GT,37.3712928,-122.0460139,8.458523756414651,17.368856,0.1,104.697296,1629837282437
Fix,GT,37.3712527,-122.0458235,8.377508002758026,17.514177,0.1,104.75421,1629837283437
Fix,GT,37.3712121,-122.0456316,8.352254001140594,17.66027,0.1,104.81305,1629837284437
Fix,GT,37.3711709,-122.0454392,8.36,17.586748,0.1,105.092926,1629837285437
Fix,GT,37.3711287,-122.0452481,8.38,17.57602,0.1,105.387634,1629837286437
Fix,GT,37.3710862,-122.0450568,8.403118999004363,17.602894,0.1,105.55029,1629837287437
Fix,GT,37.3710429,-122.0448653,8.393134751021861,17.650694,0.1,105.71445,1629837288437
Fix,GT,37.3709994,-122.0446732,8.351151001989841,17.732185,0.1,105.79242,1629837289437
Fix,GT,37.3709556,-122.0444801,8.26038900065422,17.824623,0.1,105.850525,1629837290437
Fix,GT,37.3709106,-122.0442868,8.186778000473977,17.81839,0.1,106.55502,1629837291437
Fix,GT,37.3708639,-122.0440954,8.039896999716758,17.630325,0.1,107.075195,1629837292437
Fix,GT,37.3708171,-122.0439065,7.89689723354578,17.474194,0.1,107.2641,1629837293437
Fix,GT,37.3707699,-122.0437184,7.772896765649319,17.459068,0.1,107.48004,1629837294437
Fix,GT,37.3707222,-122.0435304,7.644166993200779,17.491367,0.1,107.6532,1629837295437
Fix,GT,37.370674,-122.0433422,7.537388771981001,17.524017,0.1,107.870056,1629837296437
Fix,GT,37.3706254,-122.0431541,7.417777992129325,17.510395,0.1,107.77713,1629837297437
Fix,GT,37.3705771,-122.0429659,7.308269993185997,17.505043,0.1,107.69739,1629837298437
Fix,GT,37.3705291,-122.0427777,7.211507996797562,17.50852,0.1,107.623474,1629837299437
Fix,GT,37.3704812,-122.0425893,7.120150988042354,17.525873,0.1,107.509674,1629837300437
Fix,GT,37.3704337,-122.0424008,7.01938878324628,17.498875,0.1,107.40018,1629837301437
Fix,GT,37.3703861,-122.0422127,6.9303887850642205,17.463604,0.1,107.61502,1629837302437
Fix,GT,37.3703379,-122.0420251,6.834269987225532,17.45551,0.1,107.89148,1629837303437
Fix,GT,37.3702886,-122.0418378,6.76864318844676,17.44922,0.1,108.33792,1629837304437
Fix,GT,37.3702386,-122.0416513,6.697508193224668,17.42981,0.1,108.64612,1629837305437
Fix,GT,37.3701875,-122.0414655,6.648746003508567,17.385548,0.1,109.07443,1629837306437
Fix,GT,37.3701357,-122.0412806,6.610134990632534,17.325064,0.1,109.2612,1629837307437
Fix,GT,37.3700842,-122.0410958,6.553015983581544,17.296505,0.1,108.85135,1629837308437
Fix,GT,37.3700339,-122.0409111,6.487627191156149,17.268463,0.1,108.613525,1629837309437
Fix,GT,37.3699846,-122.0407264,6.474254188328981,17.230917,0.1,108.1915,1629837310437
Fix,GT,37.3699366,-122.0405416,6.44662699753046,17.164522,0.1,107.764496,1629837311437
Fix,GT,37.3698901,-122.0403582,6.412761984109878,16.934307,0.1,107.53302,1629837312437
Fix,GT,37.369844,-122.0401775,6.3790161678195005,16.666592,0.1,107.696014,1629837313437
Fix,GT,37.3697985,-122.0399998,6.334761982321739,16.402805,0.1,107.72571,1629837314437
Fix,GT,37.369754,-122.039825,6.284388790130615,16.139473,0.1,107.76126,1629837315437
Fix,GT,37.3697095,-122.039653,6.195880989909172,15.890294,0.1,107.89346,1629837316437
Fix,GT,37.3696655,-122.0394839,6.169238204866648,15.592552,0.1,107.88486,1629837317437
Fix,GT,37.3696228,-122.0393187,6.193118826538324,15.191462,0.1,107.71231,1629837318437
Fix,GT,37.3695816,-122.0391569,6.193881173014641,14.890707,0.1,107.522156,1629837319437
Fix,GT,37.3695414,-122.0389983,6.171746192127467,14.596853,0.1,107.500916,1629837320437
Fix,GT,37.3695023,-122.038845,6.144746008634567,13.706691,0.1,107.67868,1629837321437
Fix,GT,37.3694666,-122.0387061,6.114626813232899,12.076897,0.1,107.85434,1629837322437
Fix,GT,37.3694352,-122.038586,6.091,10.36813,0.1,107.9895,1629837323437
Fix,GT,37.3694082,-122.0384824,6.066880985081196,8.939218,0.1,108.07666,1629837324437
Fix,GT,37.3693853,-122.0383945,6.071253808796406,7.5058317,0.1,107.87695,1629837325437
Fix,GT,37.3693662,-122.03832,6.055626994729042,6.2433944,0.1,107.752075,1629837326437
Fix,GT,37.3693513,-122.038262,6.045865027546883,4.517726,0.1,107.70694,1629837327437
Fix,GT,37.369341,-122.038222,6.040880982756614,3.0336444,0.1,107.729095,1629837328437
Fix,GT,37.3693328,-122.0381898,6.022880982398987,3.0738797,0.1,107.69537,1629837329437
Fix,GT,37.3693235,-122.0381533,6.015372826814652,3.7385986,0.1,107.60916,1629837330437
Fix,GT,37.369313,-122.0381118,6.013,3.8341432,0.1,107.53851,1629837331437
Fix,GT,37.3693027,-122.0380712,6.001999821126461,3.703772,0.1,107.443756,1629837332437
Fix,GT,37.3692933,-122.0380332,6.007373006641865,3.232933,0.1,107.36438,1629837333437
Fix,GT,37.3692854,-122.0380025,6.007372827768325,2.471781,0.1,107.58771,1629837334437
Fix,GT,37.3692801,-122.0379816,6.012,1.3445916,0.1,107.761475,1629837335437
Fix,GT,37.369278,-122.0379738,6.009,0.16673468,0.1,107.80701,1629837336437
Fix,GT,37.369278,-122.0379737,6.002626813828945,0.0003730073,0.1,107.81186,1629837337437
Fix,GT,37.369278,-122.0379737,6.0010001788437375,0.0019295103,0.1,107.81094,1629837338437
Fix,GT,37.369278,-122.0379737,6.001,0.001,0.1,107.81146,1629837339437
Fix,GT,37.369278,-122.0379737,6.001,0.001,0.1,107.811584,1629837340437
Fix,GT,37.369278,-122.0379737,6.0010001788437375,0.00074601587,0.1,107.8118,1629837341437
Fix,GT,37.369278,-122.0379737,6.001,0.0013730081,0.1,107.81189,1629837342437
Fix,GT,37.369278,-122.0379737,6.0010001788437375,0.001,0.1,107.811676,1629837343437
Fix,GT,37.369278,-122.0379737,6.0010001788437375,0.0031126668,0.1,107.81116,1629837344437
Fix,GT,37.3692775,-122.0379718,5.994,0.54665434,0.1,107.83417,1629837345437
Fix,GT,37.3692739,-122.0379582,5.987,2.087396,0.1,107.92813,1629837346437
Fix,GT,37.3692655,-122.0379258,5.974626991271973,3.952999,0.1,108.02908,1629837347437
Fix,GT,37.3692518,-122.0378738,5.97,5.7642527,0.1,108.004395,1629837348437
Fix,GT,37.369233,-122.0378001,5.9643730089664455,7.8654637,0.1,107.69745,1629837349437
Fix,GT,37.3692088,-122.0377057,5.952253981828689,9.599109,0.1,107.71634,1629837350437
Fix,GT,37.3691805,-122.0375945,5.92474601840973,11.175636,0.1,107.56769,1629837351437
Fix,GT,37.3691486,-122.0374664,5.919999823570251,12.3638,0.1,107.08423,1629837352437
Fix,GT,37.3691165,-122.0373322,5.903762119889259,12.447091,0.1,106.31076,1629837353437
Fix,GT,37.3690857,-122.0371954,5.890746018886566,12.813393,0.1,105.30194,1629837354437
Fix,GT,37.3690556,-122.0370527,5.857,13.334879,0.1,104.38806,1629837355437
Fix,GT,37.3690262,-122.0369036,5.798642739146947,13.862351,0.1,103.49289,1629837356437
Fix,GT,37.3689973,-122.0367486,5.73888097023964,14.333858,0.1,102.93121,1629837357437
Fix,GT,37.3689679,-122.0365882,5.683134780526161,14.814835,0.1,102.92032,1629837358437
Fix,GT,37.3689374,-122.0364237,5.630119030475616,15.067549,0.1,102.90909,1629837359437
Fix,GT,37.3689069,-122.0362572,5.597881135940552,15.128853,0.1,102.92102,1629837360437
Fix,GT,37.368876,-122.036091,5.575880802690983,15.138497,0.1,103.068756,1629837361437
Fix,GT,37.3688451,-122.0359243,5.562626989483833,15.152517,0.1,102.91766,1629837362437
Fix,GT,37.3688144,-122.035758,5.547626824051141,15.077302,0.1,103.00998,1629837363437
Fix,GT,37.3687837,-122.0355927,5.521372846186161,14.967037,0.1,102.93021,1629837364437
Fix,GT,37.3687541,-122.0354292,5.488761771291495,14.706719,0.1,102.62503,1629837365437
Fix,GT,37.3687251,-122.0352671,5.456253978133201,14.78018,0.1,102.456726,1629837366437
Fix,GT,37.3686958,-122.0351039,5.423253978013992,14.783335,0.1,102.864655,1629837367437
Fix,GT,37.3686655,-122.0349421,5.399015750348568,14.735147,0.1,103.14551,1629837368437
Fix,GT,37.3686339,-122.034778,5.395745861619711,15.196136,0.1,103.882904,1629837369437
Fix,GT,37.3685983,-122.0346094,5.37350795507431,15.667302,0.1,105.33243,1629837370437
Fix,GT,37.3685587,-122.0344397,5.329507795840502,15.594776,0.1,106.8793,1629837371437
Fix,GT,37.3685157,-122.0342726,5.318492045402527,15.511709,0.1,108.4411,1629837372437
Fix,GT,37.3684679,-122.0341094,5.291642739236355,15.293461,0.1,111.13022,1629837373437
Fix,GT,37.3684169,-122.0339507,5.254373011469841,15.001663,0.1,112.09915,1629837374437
Fix,GT,37.3683658,-122.0337957,5.222880965411664,14.715281,0.1,112.747925,1629837375437
Fix,GT,37.3683127,-122.0336444,5.20437301158905,14.669394,0.1,114.333954,1629837376437
Fix,GT,37.3682555,-122.0334945,5.164626988351345,14.684643,0.1,116.1254,1629837377437
Fix,GT,37.3681955,-122.0333479,5.104626836180687,14.4717865,0.1,117.59424,1629837378437
Fix,GT,37.3681342,-122.0332055,5.083119035303593,14.186977,0.1,118.67569,1629837379437
Fix,GT,37.3680721,-122.0330675,5.07649189594388,13.887949,0.1,119.740814,1629837380437
Fix,GT,37.3680091,-122.0329341,5.097746023654938,13.580166,0.1,121.17816,1629837381437
Fix,GT,37.3679445,-122.0328058,5.074999848753214,13.300861,0.1,122.7204,1629837382437
Fix,GT,37.3678788,-122.032682,5.063253976106644,13.028039,0.1,124.074524,1629837383437
Fix,GT,37.3678122,-122.0325626,5.046880963981152,12.75836,0.1,125.379486,1629837384437
Fix,GT,37.367745,-122.0324467,5.020253975987434,12.770191,0.1,126.091034,1629837385437
Fix,GT,37.3676758,-122.0323284,4.99949204826355,13.289883,0.1,126.36917,1629837386437
Fix,GT,37.3676019,-122.0322057,4.993761778891087,13.936495,0.1,127.22406,1629837387437
Fix,GT,37.3675229,-122.0320794,4.986015754073858,14.501826,0.1,128.58911,1629837388437
Fix,GT,37.3674383,-122.0319507,4.9610001478493215,15.038195,0.1,129.97037,1629837389437
Fix,GT,37.3673473,-122.0318209,4.936269877552986,15.578272,0.1,132.31989,1629837390437
Fix,GT,37.3672488,-122.0316913,4.892746170461178,16.097988,0.1,134.17038,1629837391437
Fix,GT,37.3671445,-122.0315611,4.876134938180447,16.552858,0.1,135.55011,1629837392437
Fix,GT,37.3670372,-122.0314311,4.855492049932479,16.495085,0.1,136.06036,1629837393437
Fix,GT,37.3669308,-122.0313032,4.862881107240915,16.21775,0.1,136.10376,1629837394437
Fix,GT,37.3668261,-122.0311778,4.83125411862135,15.927563,0.1,136.39832,1629837395437
Fix,GT,37.3667231,-122.0310548,4.805015754699706,15.639172,0.1,136.2445,1629837396437
Fix,GT,37.3666222,-122.030934,4.775118896335363,15.34683,0.1,136.22797,1629837397437
Fix,GT,37.3665234,-122.0308153,4.7727620647251605,15.049969,0.1,136.0816,1629837398437
Fix,GT,37.3664257,-122.0306977,4.739761780738831,15.053419,0.1,136.0491,1629837399437
Fix,GT,37.3663282,-122.03058,4.7008809607625,14.951963,0.1,135.96222,1629837400437
Fix,GT,37.3662319,-122.0304638,4.663119039595127,14.702004,0.1,135.90118,1629837401437
Fix,GT,37.3661376,-122.0303496,4.628103283971548,14.4194565,0.1,135.8692,1629837402437
Fix,GT,37.3660452,-122.0302376,4.56988109600544,14.141984,0.1,135.87189,1629837403437
Fix,GT,37.3659546,-122.0301276,4.534253837913274,13.829613,0.1,135.74588,1629837404437
Fix,GT,37.365869,-122.0300232,4.527626986443996,12.415659,0.1,135.67502,1629837405437
Fix,GT,37.3657952,-122.0299332,4.511626986265182,10.419536,0.1,135.74567,1629837406437
Fix,GT,37.3657358,-122.0298614,4.501626986145974,7.8412523,0.1,136.00372,1629837407437
Fix,GT,37.3656931,-122.0298102,4.483746027946472,5.2774315,0.1,136.23956,1629837408437
Fix,GT,37.3656671,-122.0297791,4.4746269859075545,2.7525625,0.1,136.25055,1629837409437
Fix,GT,37.3656551,-122.0297647,4.467,1.1348677,0.1,136.2474,1629837410437
Fix,GT,37.3656511,-122.02976,4.465,0.13780902,0.1,136.23822,1629837411437
Fix,GT,37.365651,-122.0297599,4.46,0.0017733831,0.1,136.24054,1629837412437
Fix,GT,37.365651,-122.0297599,4.459,0.0016269856,0.1,136.23941,1629837413437
Fix,GT,37.365651,-122.0297599,4.46,0.001,0.1,136.24042,1629837414437
Fix,GT,37.365651,-122.0297599,4.460000132918358,0.00052752247,0.1,136.24045,1629837415437
Fix,GT,37.365651,-122.0297599,4.460000132918358,0.00037301486,0.1,136.24051,1629837416437
Fix,GT,37.365651,-122.0297599,4.46,0.001,0.1,136.24078,1629837417437
Fix,GT,37.365651,-122.0297599,4.460000132918358,0.0005275228,0.1,136.24097,1629837418437
Fix,GT,37.365651,-122.0297599,4.460000132918358,0.001154508,0.1,136.24069,1629837419437
Fix,GT,37.365651,-122.0297599,4.46,0.001774996,0.1,136.2406,1629837420437
Fix,GT,37.365651,-122.0297599,4.460000132918358,0.0017733809,0.1,136.24088,1629837421437
Fix,GT,37.365651,-122.0297599,4.46,0.002300904,0.1,136.24066,1629837422437
Fix,GT,37.365651,-122.0297599,4.46,0.0017749956,0.1,136.24054,1629837423437
Fix,GT,37.365651,-122.0297599,4.460000132918358,0.0017749956,0.1,136.24066,1629837424437
Fix,GT,37.365651,-122.0297599,4.46,0.00140198,0.1,136.2406,1629837425437
Fix,GT,37.365651,-122.0297599,4.460000132918358,0.0017749955,0.1,136.2406,1629837426437
Fix,GT,37.365651,-122.0297599,4.460000132918358,0.00088668993,0.1,136.24072,1629837427437
Fix,GT,37.365651,-122.0297599,4.46,0.0019826987,0.1,136.24066,1629837428437
Fix,GT,37.365651,-122.0297599,4.459999867081642,0.0019295033,0.1,136.24063,1629837429437
Fix,GT,37.365651,-122.0297599,4.459999867081642,0.0011545082,0.1,136.24042,1629837430437
Fix,GT,37.365651,-122.0297599,4.46,0.001,0.1,136.24042,1629837431437
Fix,GT,37.365651,-122.0297599,4.460000132918358,0.00062698417,0.1,136.24054,1629837432437
Fix,GT,37.365651,-122.0297599,4.46,0.00062698405,0.1,136.24069,1629837433437
Fix,GT,37.365651,-122.0297599,4.462999866992235,0.00062698394,0.1,136.24072,1629837434437
Fix,GT,37.365651,-122.0297599,4.463000133007765,0.00037301617,0.1,136.24084,1629837435437
Fix,GT,37.365651,-122.0297599,4.463000133007765,0.0,0.1,136.241,1629837436437
Fix,GT,37.365651,-122.0297599,4.462999866992235,0.0014142136,0.1,136.24084,1629837437437
Fix,GT,37.3656508,-122.0297596,4.458626983761787,0.2327847,0.1,136.24054,1629837438437
Fix,GT,37.3656464,-122.0297542,4.456000132799149,1.1822181,0.1,136.15936,1629837439437
Fix,GT,37.3656352,-122.0297406,4.451253967285156,2.3225474,0.1,135.9544,1629837440437
Fix,GT,37.365615,-122.0297159,4.449627116233111,4.0013814,0.1,135.60736,1629837441437
Fix,GT,37.3655833,-122.0296764,4.440253967046738,5.9709063,0.1,135.12958,1629837442437
Fix,GT,37.3655383,-122.0296207,4.447254099547863,7.837558,0.1,135.20657,1629837443437
Fix,GT,37.3654846,-122.0295541,4.440254099339247,8.947629,0.1,135.28516,1629837444437
Fix,GT,37.3654234,-122.0294791,4.4433730165958405,10.053436,0.1,135.61621,1629837445437
Fix,GT,37.3653548,-122.029396,4.450762032955885,11.090942,0.1,135.88733,1629837446437
Fix,GT,37.3652803,-122.0293058,4.446237967669964,11.771303,0.1,135.86304,1629837447437
Fix,GT,37.3652027,-122.0292117,4.411253966569901,12.23506,0.1,136.08212,1629837448437
Fix,GT,37.3651204,-122.0291132,4.408253966450691,13.115169,0.1,136.15204,1629837449437
Fix,GT,37.3650316,-122.0290064,4.435237968713045,14.129778,0.1,136.20648,1629837450437
Fix,GT,37.3649372,-122.0288932,4.445999867498874,14.767979,0.1,136.10526,1629837451437
Fix,GT,37.3648413,-122.0287777,4.4303888813257215,14.83061,0.1,136.00864,1629837452437
Fix,GT,37.3647436,-122.0286592,4.37549206829071,15.358131,0.1,135.80182,1629837453437
Fix,GT,37.3646427,-122.0285362,4.3728808181583885,15.87295,0.1,135.59753,1629837454437
